zonas,areas_quartos,enderecos,precos
leste,54 m² construídos2 quartos,"Rua Palmeira De Leque, Jardim Pedro José Nunes, São Paulo Zona Leste, São Paulo",1.010
leste,40 m² construídos1 quarto,"Rua Otília, Vila Esperança, São Paulo Zona Leste, São Paulo",1.000
leste,32 m² construídos1 quarto,"Rua Antônio De Souza Campos, Vila Matilde, São Paulo Zona Leste, São Paulo",1.250
leste,28 m² construídos1 quarto,"Rua Canto Do Buriti, Cidade Patriarca, São Paulo Zona Leste, São Paulo",1.100
leste,70 m² construídos3 quartos,"Rua Do Oratório, Moóca, São Paulo Zona Leste, São Paulo",2.750
leste,200 m² construídos4 quartos,"R. Comendador Cantinho, Penha De Franca, São Paulo Zona Leste, São Paulo",2.740
leste,100 m² construídos1 quarto,"Avenida Sapopemba, Sapopemba, São Paulo Zona Leste, São Paulo",1.680
leste,76 m² construídos2 quartos,"Rua Ivaí, Tatuapé, São Paulo Zona Leste, São Paulo",3.000
leste,120 m² construídos3 quartos,"Rua Palma Sola, Itaquera, São Paulo Zona Leste, São Paulo",9.690
leste,35 m² construídos1 quarto,"Rua Ibirajuba, Vila Silvia, São Paulo Zona Leste, São Paulo",890
leste,100 m² construídos3 quartos,"Rua Astarté, Vila Carrão, São Paulo Zona Leste, São Paulo",2.200
leste,80 m² construídos2 quartos,"Rua Carneiro Leão, Moóca, São Paulo Zona Leste, São Paulo",1.780
leste,93 m² construídos3 quartos,"Rua Itapura, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",2.400
leste,52 m² construídos1 quarto,"Rua Mário Pati, Limoeiro, São Paulo Zona Leste, São Paulo",1.200
leste,44 m² construídos2 quartos,"Rua Adolfo Celi, Conjunto Habitacional Teotonio Vilela, São Paulo Zona Leste, São Paulo",1.000
leste,58 m² construídos2 quartos,"Rua Jacaraípe, Quinta Da Paineira, São Paulo Zona Leste, São Paulo",1.800
leste,41 m² construídos2 quartos,"Rua Augusto Carlos Bauman, Itaquera, São Paulo Zona Leste, São Paulo",1.480
leste,50 m² construídos2 quartos,"Rua Monte Serrat, Tatuapé, São Paulo Zona Leste, São Paulo",1.980
leste,40 m² construídos2 quartos,"Rua Andrade Maia, Vila Nhocune, São Paulo Zona Leste, São Paulo",1.200
leste,428 m² construídos4 quartos,"Rua Janguruçu, Parque Da Mooca, São Paulo Zona Leste, São Paulo",6.900
leste,54 m² construídos2 quartos,"Rua Vênus, Vila Formosa, São Paulo Zona Leste, São Paulo",1.800
leste,36 m² construídos1 quarto,"Rua Isabel Dias, Moóca, São Paulo Zona Leste, São Paulo",1.430
leste,39 m² construídos2 quartos,"Rua Chagu, Vila Formosa, São Paulo Zona Leste, São Paulo",1.450
leste,54 m² construídos2 quartos,"Praça Nossa Senhora Da Anunciação, Vila Guilhermina, São Paulo Zona Leste, São Paulo",1.320
leste,500 m² construídos4 quartos,"Rua Luís Pinto, Vila Carrão, São Paulo Zona Leste, São Paulo",10.000
leste,44 m² construídos2 quartos,"Avenida Sousa Bandeira, Vila Nhocune, São Paulo Zona Leste, São Paulo",1.100
leste,70 m² construídos3 quartos,"Rua Evangelina, Vila Carrão, São Paulo Zona Leste, São Paulo",1.700
leste,125 m² construídos1 quarto,"Rua Carlito, Chácara Belenzinho, São Paulo Zona Leste, São Paulo",1.600
leste,58 m² construídos2 quartos,"Rua Mogi Mirim, Vila Bertioga, São Paulo Zona Leste, São Paulo",2.300
leste,70 m² construídos2 quartos,"Rua Antônio Tertuliano, Parque Boturussu, São Paulo Zona Leste, São Paulo",1.200
leste,50 m² construídos2 quartos,"Rua Odorico Mendes, Moóca, São Paulo Zona Leste, São Paulo",1.980
leste,64 m² construídos3 quartos,"Rua Curuena, Chácara Belenzinho, São Paulo Zona Leste, São Paulo",2.300
leste,76 m² construídos3 quartos,"Rua Amaro Bezerra Cavalcanti, Vila Matilde, São Paulo Zona Leste, São Paulo",2.000
norte,50 m² construídos1 quarto,"Rua Madrigais, Vila Nova Cachoeirinha, São Paulo Zona Norte, São Paulo",612
norte,75 m² construídos2 quartos,"Rua Sebastião Iório, Vila Iório, São Paulo Zona Norte, São Paulo",1.030
norte,56 m² construídos2 quartos,"Av Virgília Rodrigues Alves De Carvalho Pinto, Barro Branco, São Paulo Zona Norte, São Paulo",1.200
norte,74 m² construídos3 quartos,"Rua José Ataliba Ortiz, Vila Mangalot, São Paulo Zona Norte, São Paulo",2.900
norte,58 m² construídos2 quartos,"Avenida Itaberaba, Nossa Senhora Do Ó, São Paulo Zona Norte, São Paulo",1.100
norte,50 m² construídos1 quarto,"Rua Sargento Agostinho Ferreira, Vila Maria Alta, São Paulo Zona Norte, São Paulo",700
norte,60 m² construídos2 quartos,"Rua Ciridiao Durval, Vila Paulista, São Paulo Zona Norte, São Paulo",1.128
norte,50 m² construídos2 quartos,"Avenida Parada Pinto, Vila Nova Cachoeirinha, São Paulo Zona Norte, São Paulo",1.600
norte,32 m² construídos1 quarto,"Rua Sebastião Iório, Vila Iório, São Paulo Zona Norte, São Paulo",700
norte,70 m² construídos2 quartos,"Avenida Coronel Sezefredo Fagundes, Tucuruvi, São Paulo Zona Norte, São Paulo",1.600
norte,45 m² construídos1 quarto,"Rua Sargento Agostinho Ferreira, Vila Maria, São Paulo Zona Norte, São Paulo",721
norte,65 m² construídos2 quartos,"Rua Antônio João, Sítio Do Morro, São Paulo Zona Norte, São Paulo",1.500
norte,60 m² construídos2 quartos,"Rua Roque De Morais, Limão, São Paulo Zona Norte, São Paulo",1.250
norte,70 m² construídos2 quartos,"Rua Ires Leonor, Parque Mandaqui, São Paulo Zona Norte, São Paulo",2.140
norte,30 m² construídos1 quarto,"Rua Ninete, Casa Verde Alta, São Paulo Zona Norte, São Paulo",1.200
norte,54 m² construídos2 quartos,"Avenida Parada Pinto, Vila Nova Cachoeirinha, São Paulo Zona Norte, São Paulo",1.200
norte,48 m² construídos2 quartos,"Rua Aída Gomes Tolêdo, Imirim, São Paulo Zona Norte, São Paulo",1.450
norte,110 m² construídos2 quartos,"Rua Professor João Caldas De Andrade, Lauzane Paulista, São Paulo Zona Norte, São Paulo",1.575
norte,56 m² construídos2 quartos,"Rua Manuel Pitta, Vila Pita, São Paulo Zona Norte, São Paulo",1.200
norte,39 m² construídos1 quarto,"Avenida Luiz Dumont Villares, Água Fria, São Paulo Zona Norte, São Paulo",2.910
norte,53 m² construídos1 quarto,"Rua Olavo Egídio, Santana, São Paulo Zona Norte, São Paulo",990
norte,90 m² construídos3 quartos,"Avenida Nova Cantareira, Tucuruvi, São Paulo Zona Norte, São Paulo",2.280
norte,55 m² construídos2 quartos,"Avenida Do Guacá, Lauzane Paulista, São Paulo Zona Norte, São Paulo",1.400
norte,70 m² construídos1 quarto,"Rua Régis, Parque Peruche, São Paulo Zona Norte, São Paulo",1.065
norte,120 m² construídos4 quartos,"Rua Voluntários Da Pátria, Santana, São Paulo Zona Norte, São Paulo",2.700
norte,140 m² construídos3 quartos,"Rua Miguel Roque, Imirim, São Paulo Zona Norte, São Paulo",3.880
norte,63 m² construídos2 quartos,"Rua Eduardo Leopoldo, Vila Guilherme, São Paulo Zona Norte, São Paulo",2.200
norte,216 m² construídos4 quartos,"Rua Marechal Hermes Da Fonseca, Santana, São Paulo Zona Norte, São Paulo",3.500
norte,70 m² construídos1 quarto,"Rua Lima Verde, Vila Dos Andrades, São Paulo Zona Norte, São Paulo",1.000
norte,120 m² construídos2 quartos,"Rua Conselheiro Pedro Luís, Santana, São Paulo Zona Norte, São Paulo",3.000
norte,35 m² construídos1 quarto,"Rua Piratininga, Jardim Brasília (zona Norte), São Paulo Zona Norte, São Paulo",1.400
norte,50 m² construídos2 quartos,"Rua Dona Estela Borges Morato, Vila Siqueira (zona Norte), São Paulo Zona Norte, São Paulo",5.000
norte,102 m² construídos2 quartos,"Rua Francisco Da Lira, Jardim Leonor Mendes De Barros, São Paulo Zona Norte, São Paulo",1.600
norte,150 m² construídos2 quartos,"Rua Santo Egídio, Santa Teresinha, São Paulo Zona Norte, São Paulo",2.300
norte,60 m² construídos2 quartos,"Rua Salvador Romeu, Vila Isolina Mazzei, São Paulo Zona Norte, São Paulo",1.350
norte,110 m² construídos3 quartos,"Avenida Zumkeller, Parque Mandaqui, São Paulo Zona Norte, São Paulo",2.040
norte,77 m² construídos3 quartos,"Avenida Elísio Teixeira Leite, Vila Brasilândia, São Paulo Zona Norte, São Paulo",1.700
norte,44 m² construídos2 quartos,"Rua Juncal, Tucuruvi, São Paulo Zona Norte, São Paulo",1.900
norte,70 m² construídos2 quartos,"Rua Manuel Marques Dos Santos, Jardim Monjolo, São Paulo Zona Norte, São Paulo",2.310
norte,42 m² construídos1 quarto,"Rua Doutor Zuquim, Santana, São Paulo Zona Norte, São Paulo",2.500
norte,98 m² construídos3 quartos,"Avenida Paula Ferreira, Freguesia Do Ó, São Paulo Zona Norte, São Paulo",2.000
norte,38 m² construídos2 quartos,"Rua Francisco Gomes Da Costa, Vila Pereira Barreto, São Paulo Zona Norte, São Paulo",1.295
norte,44 m² construídos2 quartos,"Rua Juan Arfe, Vila Cruz Das Almas, São Paulo Zona Norte, São Paulo",1.150
norte,480 m² construídos3 quartos,"Avenida Casa Verde, Casa Verde, São Paulo Zona Norte, São Paulo",7.500
norte,236 m² construídos4 quartos,"Rua Victório Primon, Limão, São Paulo Zona Norte, São Paulo",5.000
norte,67 m² construídos2 quartos,"Rua Paraná, Jardim Brasília (zona Norte), São Paulo Zona Norte, São Paulo",3.300
norte,155 m² construídos4 quartos,"Rua Padre Agostinho Poncet, Água Fria, São Paulo Zona Norte, São Paulo",3.600
norte,75 m² construídos2 quartos,"Rua Zanzibar, Casa Verde, São Paulo Zona Norte, São Paulo",2.200
norte,70 m² construídos2 quartos,"Rua Conselheiro Moreira De Barros, Santana, São Paulo Zona Norte, São Paulo",1.836
norte,111 m² construídos3 quartos,"Rua Capitão Siqueira Barbosa, Vila Dom Pedro Ii, São Paulo Zona Norte, São Paulo",2.400
norte,70 m² construídos1 quarto,"Rua Barbalha, Jardim Peri, São Paulo Zona Norte, São Paulo",1.248
norte,80 m² construídos2 quartos,"Rua Kobe, Jardim Japão, São Paulo Zona Norte, São Paulo",1.390
norte,34 m² construídos1 quarto,"Rua Doutor Zuquim, Santana, São Paulo Zona Norte, São Paulo",1.275
norte,45 m² construídos2 quartos,"Avenida Inajar De Souza, Limão, São Paulo Zona Norte, São Paulo",1.950
norte,65 m² construídos2 quartos,"Rua Frederico Penteado Júnior, Jardim Das Laranjeiras, São Paulo Zona Norte, São Paulo",1.924
norte,48 m² construídos2 quartos,"Rua Dona Estela Borges Morato, Vila Siqueira (zona Norte), São Paulo Zona Norte, São Paulo",1.700
norte,320 m² construídos6 quartos,"Rua Cirene De Oliveira Laet, Vila Nilo, São Paulo Zona Norte, São Paulo",3.750
norte,123 m² construídos2 quartos,"Rua Manuel Cherem, Vila Paulista, São Paulo Zona Norte, São Paulo",5.469
norte,138 m² construídos3 quartos,"Rua Sousa Filho, Vila Santa Delfina, São Paulo Zona Norte, São Paulo",2.550
norte,119 m² construídos3 quartos,"Rua Taquara Branca, Carandiru, São Paulo Zona Norte, São Paulo",3.140
norte,75 m² construídos1 quarto,"Rua Laerte, Vila Mariza Mazzei, São Paulo Zona Norte, São Paulo",1.065
norte,65 m² construídos2 quartos,"Rua Sete Barras, Nossa Senhora Do Ó, São Paulo Zona Norte, São Paulo",2.300
norte,32 m² construídos1 quarto,"Avenida Rangel Pestana, Jardim Brasília (zona Norte), São Paulo Zona Norte, São Paulo",1.810
norte,90 m² construídos2 quartos,"Avenida Nova Cantareira, Tucuruvi, São Paulo Zona Norte, São Paulo",2.146
norte,110 m² construídos3 quartos,"Rua Jaguarete, Casa Verde, São Paulo Zona Norte, São Paulo",3.000
norte,26 m² construídos1 quarto,"Rua Orense, Imirim, São Paulo Zona Norte, São Paulo",1.450
norte,39 m² construídos1 quarto,"Avenida Luiz Dumont Villares, Água Fria, São Paulo Zona Norte, São Paulo",3.200
norte,180 m² construídos3 quartos,"Rua Adalgisa, Vila Nilo, São Paulo Zona Norte, São Paulo",2.856
norte,65 m² construídos1 quarto,"Rua Carlos Belmiro Correia, Parque Peruche, São Paulo Zona Norte, São Paulo",1.312
norte,44 m² construídos2 quartos,"Rua Doutor Fleury Silveira, Vila Santa Maria, São Paulo Zona Norte, São Paulo",1.400
norte,60 m² construídos2 quartos,"Rua Bernardino Fanganiello, Casa Verde, São Paulo Zona Norte, São Paulo",1.500
norte,70 m² construídos3 quartos,"Rua Sete Barras, Nossa Senhora Do Ó, São Paulo Zona Norte, São Paulo",2.350
norte,98 m² construídos3 quartos,"Rua Atílio Piffer, Casa Verde, São Paulo Zona Norte, São Paulo",2.500
norte,250 m² construídos3 quartos,"Rua João Nápoles Alvim, Jardim Das Laranjeiras, São Paulo Zona Norte, São Paulo",4.500
norte,70 m² construídos2 quartos,"Rua Paulo Vidigal Vicente De Azevedo, Vila Siqueira (zona Norte), São Paulo Zona Norte, São Paulo",1.450
norte,79 m² construídos2 quartos,"Rua Frei Melchior, Jardim São Paulo, São Paulo Zona Norte, São Paulo",1.900
norte,40 m² construídos1 quarto,"Rua Daniel Vieira, Vila Guaca, São Paulo Zona Norte, São Paulo",979
norte,50 m² construídos2 quartos,"Rua Ezequiel Freire, Santana, São Paulo Zona Norte, São Paulo",1.800
norte,290 m² construídos3 quartos,"Rua Caativa, Jardim Peri, São Paulo Zona Norte, São Paulo",5.980
norte,45 m² construídos2 quartos,"Rua Nicolau Tolentino De Almeida 61, Vila Dionisia, São Paulo Zona Norte, São Paulo",1.000
norte,47 m² construídos2 quartos,"Avenida Penha Brasil 2651, Vila Francos, São Paulo Zona Norte, São Paulo",1.000
norte,65 m² construídos2 quartos,"General Ataliba Leonel, Parada Inglesa, São Paulo Zona Norte, São Paulo",1.400
norte,54 m² construídos2 quartos,"Leôncio De Magalhães, Jardim São Paulo, São Paulo Zona Norte, São Paulo",1.500
norte,31 m² construídos1 quarto,"Avenida Rangel Pestana, Jardim Brasília (zona Norte), São Paulo Zona Norte, São Paulo",1.200
norte,15 m² construídos1 quarto,"Rua Francisco Shigueki Nomura, Imirim, São Paulo Zona Norte, São Paulo",550
norte,70 m² construídos3 quartos,"Rua Alfredo Pujol,
                408, Santana, São Paulo Zona Norte, São Paulo",3.000
norte,45 m² construídos2 quartos,"Sob Consulta, Parque Mandaqui, São Paulo Zona Norte, São Paulo",1.800
norte,67 m² construídos2 quartos,"Capitão Francisco Lipi, Vila Dom Pedro Ii, São Paulo Zona Norte, São Paulo",1.600
norte,35 m² construídos1 quarto,"Rua Doutor Olavo Egídio, Santana, São Paulo Zona Norte, São Paulo",1.155
norte,150 m² construídos3 quartos,"Rua João Rudge, Casa Verde, São Paulo Zona Norte, São Paulo",1.700
norte,15 m² construídos1 quarto,"Rua Francisco Shigueki Nomura, Imirim, São Paulo Zona Norte, São Paulo",550
norte,50 m² construídos2 quartos,"Rua José De Oliveira, Parque Peruche, São Paulo Zona Norte, São Paulo",1.100
norte,28 m² construídos1 quarto,"Rua Lídia Coelho, Santana, São Paulo Zona Norte, São Paulo",1.450
norte,50 m² construídos1 quarto,"Rua Sargento Agostinho Ferreira, Vila Maria, São Paulo Zona Norte, São Paulo",640
norte,44 m² construídos2 quartos,"Rua Alfredo Pujol, Santana, São Paulo Zona Norte, São Paulo",1.730
norte,30 m² construídos1 quarto,"Avenida Alcântara Machado, Jardim Brasília (zona Norte), São Paulo Zona Norte, São Paulo",918
norte,60 m² construídos1 quarto,"Avenida Nova Cantareira, Tucuruvi, São Paulo Zona Norte, São Paulo",900
norte,15 m² construídos1 quarto,"Rua Francisco Shigueki Nomura, Imirim, São Paulo Zona Norte, São Paulo",660
norte,44 m² construídos2 quartos,"Rua Juncal, Tucuruvi, São Paulo Zona Norte, São Paulo",1.500
norte,50 m² construídos2 quartos,"Jose Pedro D´oro 451, Vila Francos, São Paulo Zona Norte, São Paulo",1.400
norte,15 m² construídos1 quarto,"Rua Francisco Shigueki Nomura, Imirim, São Paulo Zona Norte, São Paulo",500
norte,254 m² construídos4 quartos,"Santana, São Paulo Zona Norte, São Paulo",6.000
norte,57 m² construídos2 quartos,"Rua Comendador Joaquim Monteiro, Santana, São Paulo Zona Norte, São Paulo",1.800
norte,55 m² construídos2 quartos,"Rua Jornalista Octávio Ribeiro - Pena Branca, Vila Bela Vista (capital Zona Norte), São Paulo Zona Norte, São Paulo",1.340
norte,49 m² construídos2 quartos,"Rua Aída Gomes Toledo, Imirim, São Paulo Zona Norte, São Paulo",1.300
norte,95 m² construídos3 quartos,"Rua Raul Dias, Parque Mandaqui, São Paulo Zona Norte, São Paulo",1.860
norte,70 m² construídos2 quartos,"Rua Roque De Morais, Limão, São Paulo Zona Norte, São Paulo",1.500
norte,52 m² construídos2 quartos,"Rua Itamonte, Vila Medeiros, São Paulo Zona Norte, São Paulo",1.550
norte,69 m² construídos2 quartos,"Rua Atílio Piffer, Casa Verde, São Paulo Zona Norte, São Paulo",1.550
norte,45 m² construídos1 quarto,"Rua Santa Ângela, Vila Palmeiras, São Paulo Zona Norte, São Paulo",880
norte,55 m² construídos2 quartos,"Avenida Parada Pinto, Vila Nova Cachoeirinha, São Paulo Zona Norte, São Paulo",1.800
norte,55 m² construídos1 quarto,"Rua Manuel Da Silva Porto, Vila Picinin, São Paulo Zona Norte, São Paulo",920
norte,97 m² construídos2 quartos,"Avenida Paula Ferreira, Freguesia Do Ó, São Paulo Zona Norte, São Paulo",1.860
norte,105 m² construídos3 quartos,"Avenida Braz Leme, Santana, São Paulo Zona Norte, São Paulo",2.500
norte,36 m² construídos1 quarto,"Rua João Burjakian, Lauzane Paulista, São Paulo Zona Norte, São Paulo",930
norte,60 m² construídos2 quartos,"Rua Pestana, Vila Guaca, São Paulo Zona Norte, São Paulo",1.648
norte,42 m² construídos1 quarto,"Rua Yvorne, Lauzane Paulista, São Paulo Zona Norte, São Paulo",1.230
norte,400 m² construídos6 quartos,"Rua Nícola Nicodemo, Vila Celeste, São Paulo Zona Norte, São Paulo",3.500
norte,67 m² construídos3 quartos,"Avenida Jaçanã, Jaçanã, São Paulo Zona Norte, São Paulo",2.500
norte,60 m² construídos2 quartos,"Rua Tanque Velho, Vila Nivi, São Paulo Zona Norte, São Paulo",1.300
norte,50 m² construídos1 quarto,"Rua Nicola Nicodemo, Vila Celeste, São Paulo Zona Norte, São Paulo",950
norte,30 m² construídos1 quarto,"Rua Padre Sabóia De Medeiros, Vila Maria Alta, São Paulo Zona Norte, São Paulo",930
norte,45 m² construídos1 quarto,"Rua Benvinda Aparecida De Abreu Leme, Santana, São Paulo Zona Norte, São Paulo",1.150
norte,52 m² construídos2 quartos,"Rua Yvorne, Lauzane Paulista, São Paulo Zona Norte, São Paulo",1.224
norte,70 m² construídos2 quartos,"Avenida Professora Virgília Rodrigues Alves De Carvalho Pinto, Jardim Leonor Mendes De Barros, São Paulo Zona Norte, São Paulo",3.000
norte,24 m² construídos1 quarto,"Rua Chico Pontes, Carandiru, São Paulo Zona Norte, São Paulo",1.080
norte,78 m² construídos3 quartos,"Rua José De Almeida, Vila Medeiros, São Paulo Zona Norte, São Paulo",1.700
norte,49 m² construídos2 quartos,"Rua Conselheiro Moreira De Barros, Santana, São Paulo Zona Norte, São Paulo",1.800
norte,47 m² construídos1 quarto,"Rua Do Tramway, Tucuruvi, São Paulo Zona Norte, São Paulo",1.600
norte,110 m² construídos3 quartos,"Rua Francisca Júlia, Santana, São Paulo Zona Norte, São Paulo",2.620
norte,100 m² construídos2 quartos,"Rua Francisca Maria De Souza, Parada Inglesa, São Paulo Zona Norte, São Paulo",2.709
norte,55 m² construídos2 quartos,"Rua João De Laet, Vila Aurora, São Paulo Zona Norte, São Paulo",1.200
norte,40 m² construídos1 quarto,"Rua Sebastião Iório, Vila Iório, São Paulo Zona Norte, São Paulo",816
norte,20 m² construídos1 quarto,"Rua Voluntários Da Pátria, Santana, São Paulo Zona Norte, São Paulo",1.680
norte,80 m² construídos2 quartos,"Rua Professor Belfort Roxo, Vila Pereira Barreto, São Paulo Zona Norte, São Paulo",1.400
norte,60 m² construídos2 quartos,"Rua Dias Da Silva, Vila Maria, São Paulo Zona Norte, São Paulo",1.600
norte,50 m² construídos2 quartos,"Rua Antônio Domingues Freitas, Vila Amélia, São Paulo Zona Norte, São Paulo",1.200
norte,92 m² construídos2 quartos,"Rua Aburá, Sítio Do Mandaqui, São Paulo Zona Norte, São Paulo",2.244
norte,219 m² construídos3 quartos,"Rua Cincinato Braga, Vila Bela Vista (capital Zona Norte), São Paulo Zona Norte, São Paulo",12.000
norte,84 m² construídos3 quartos,"Avenida Santa Inês, Parque Mandaqui, São Paulo Zona Norte, São Paulo",2.180
norte,54 m² construídos2 quartos,"Avenida José Maria Fernandes, Parque Novo Mundo, São Paulo Zona Norte, São Paulo",1.330
norte,38 m² construídos1 quarto,"Avenida Luiz Dumont Villares, Jardim São Paulo, São Paulo Zona Norte, São Paulo",1.170
norte,46 m² construídos1 quarto,"Rua Almir Rodrigues, Vila Continental, São Paulo Zona Norte, São Paulo",950
norte,49 m² construídos2 quartos,"Avenida Jaçanã, Jaçanã, São Paulo Zona Norte, São Paulo",2.660
norte,136 m² construídos4 quartos,"Rua Pedro Doll, Santana, São Paulo Zona Norte, São Paulo",4.000
norte,95 m² construídos2 quartos,"Rua Salvador Tolezano, Parque Mandaqui, São Paulo Zona Norte, São Paulo",1.580
norte,70 m² construídos2 quartos,"Avenida Mofarrej, Jardim Peri, São Paulo Zona Norte, São Paulo",3.750
norte,110 m² construídos3 quartos,"Rua Voluntários Da Pátria, Santana, São Paulo Zona Norte, São Paulo",3.200
norte,40 m² construídos1 quarto,"Rua Itamonte, Vila Medeiros, São Paulo Zona Norte, São Paulo",1.250
norte,50 m² construídos2 quartos,"Rua Manoel Martins Da Rocha, Vila Mangalot, São Paulo Zona Norte, São Paulo",1.000
norte,63 m² construídos2 quartos,"Avenida General Ataliba Leonel, Parada Inglesa, São Paulo Zona Norte, São Paulo",1.700
norte,38 m² construídos1 quarto,"Rua Yvorne, Lauzane Paulista, São Paulo Zona Norte, São Paulo",990
norte,87 m² construídos1 quarto,"Rua Artur, Imirim, São Paulo Zona Norte, São Paulo",1.530
norte,40 m² construídos1 quarto,"Rua São Diniz, Vila Barbosa, São Paulo Zona Norte, São Paulo",780
norte,49 m² construídos2 quartos,"Rua Major Dantas Cortez, Vila Gustavo, São Paulo Zona Norte, São Paulo",2.230
norte,52 m² construídos2 quartos,"Rua Eugênio De Freitas, Vila Guilherme, São Paulo Zona Norte, São Paulo",2.400
norte,700 m² construídos5 quartos,"Avenida Nova Cantareira, Tucuruvi, São Paulo Zona Norte, São Paulo",14.110
norte,80 m² construídos3 quartos,"Rua Copacabana, Santa Teresinha, São Paulo Zona Norte, São Paulo",2.500
norte,77 m² construídos3 quartos,"Rua Zanzibar, Casa Verde, São Paulo Zona Norte, São Paulo",3.500
norte,80 m² construídos2 quartos,"Rua Maracaiá, Vila Nova Cachoeirinha, São Paulo Zona Norte, São Paulo",1.700
norte,70 m² construídos2 quartos,"Rua Voluntários Da Pátria, Santana, São Paulo Zona Norte, São Paulo",1.600
norte,73 m² construídos2 quartos,"Rua Altinópolis, Água Fria, São Paulo Zona Norte, São Paulo",1.850
norte,50 m² construídos2 quartos,"Rua Vicente Ferreira Leite, Vila Siqueira (zona Norte), São Paulo Zona Norte, São Paulo",1.150
norte,56 m² construídos2 quartos,"Rua Cabo Basílio Zequim Júnior, Parque Novo Mundo, São Paulo Zona Norte, São Paulo",1.500
norte,37 m² construídos1 quarto,"Rua Pedro Doll, Santana, São Paulo Zona Norte, São Paulo",1.250
norte,50 m² construídos2 quartos,"Rua Piracema, Santa Teresinha, São Paulo Zona Norte, São Paulo",1.250
norte,21 m² construídos1 quarto,"Rua Voluntários Da Pátria, Santana, São Paulo Zona Norte, São Paulo",1.400
norte,24 m² construídos1 quarto,"Rua Voluntários Da Pátria, Santana, São Paulo Zona Norte, São Paulo",1.220
norte,30 m² construídos1 quarto,"Rua Santo Amaro, Vila Bela Vista (capital Zona Norte), São Paulo Zona Norte, São Paulo",2.400
norte,47 m² construídos2 quartos,"Rua Conselheiro Moreira De Barros, Lauzane Paulista, São Paulo Zona Norte, São Paulo",1.545
norte,200 m² construídos3 quartos,"Rua Doutor José Manoel De Figueiredo Netto, Santana, São Paulo Zona Norte, São Paulo",3.000
norte,79 m² construídos3 quartos,"Rua Bento Araújo, Barro Branco, São Paulo Zona Norte, São Paulo",1.801
norte,63 m² construídos2 quartos,"Avenida Nossa Senhora Do Lorêto, Vila Medeiros, São Paulo Zona Norte, São Paulo",1.630
norte,300 m² construídos4 quartos,"Rua Cândida Franco De Barros, Itaberaba, São Paulo Zona Norte, São Paulo",5.180
norte,50 m² construídos1 quarto,"Rua Tenente Sotomano, Jardim Brasil, São Paulo Zona Norte, São Paulo",970
norte,80 m² construídos1 quarto,"Avenida Zaki Narchi, Carandiru, São Paulo Zona Norte, São Paulo",1.550
norte,50 m² construídos2 quartos,"Avenida Raimundo Pereira De Magalhães, Jardim Peri, São Paulo Zona Norte, São Paulo",1.650
norte,64 m² construídos2 quartos,"Rua Doutor Heitor Nascimento, Nossa Senhora Do Ó, São Paulo Zona Norte, São Paulo",1.360
norte,58 m² construídos2 quartos,"Rua Jovita, Santana, São Paulo Zona Norte, São Paulo",1.700
norte,64 m² construídos3 quartos,"Rua Doutor Afonso Vergueiro, Vila Maria, São Paulo Zona Norte, São Paulo",2.600
norte,41 m² construídos1 quarto,"Rua Yvorne, Lauzane Paulista, São Paulo Zona Norte, São Paulo",1.040
norte,250 m² construídos3 quartos,"Rua Maria Bandini Savoy, Parque Mandaqui, São Paulo Zona Norte, São Paulo",3.590
norte,75 m² construídos2 quartos,"Rua German Burmeinster, Vila Nova Mazzei, São Paulo Zona Norte, São Paulo",2.000
norte,45 m² construídos1 quarto,"Rua Canabuoca, Vila Mazzei, São Paulo Zona Norte, São Paulo",1.000
norte,28 m² construídos1 quarto,"Rua Voluntários Da Pátria, Santana, São Paulo Zona Norte, São Paulo",1.480
norte,75 m² construídos2 quartos,"Rua Santo Anselmo, Vila Paiva, São Paulo Zona Norte, São Paulo",1.450
norte,30 m² construídos1 quarto,"Avenida Conceição, Carandiru, São Paulo Zona Norte, São Paulo",1.190
norte,42 m² construídos1 quarto,"Rua Ezequiel Freire, Santana, São Paulo Zona Norte, São Paulo",2.230
norte,64 m² construídos2 quartos,"Rua Atílio Piffer, Casa Verde, São Paulo Zona Norte, São Paulo",2.500
norte,55 m² construídos1 quarto,"Avenida Luiz Dumont Villares, Jardim São Paulo, São Paulo Zona Norte, São Paulo",2.000
norte,62 m² construídos2 quartos,"Rua Estefânia Louro, Vila Dom Pedro Ii, São Paulo Zona Norte, São Paulo",1.750
norte,206 m² construídos3 quartos,"Rua Copacabana, Santa Teresinha, São Paulo Zona Norte, São Paulo",8.000
norte,53 m² construídos2 quartos,"Rua João Ventura Batista, Vila Guilherme, São Paulo Zona Norte, São Paulo",1.700
norte,170 m² construídos2 quartos,"Rua Alexandre Ramos De Souza, Vila Mangalot, São Paulo Zona Norte, São Paulo",1.770
norte,50 m² construídos2 quartos,"Rua Judith Zumkeller, Parque Mandaqui, São Paulo Zona Norte, São Paulo",2.500
norte,370 m² construídos3 quartos,"Rua Antônio Píres, Vila Albertina, São Paulo Zona Norte, São Paulo",8.680
norte,50 m² construídos1 quarto,"Avenida Sanatório, Jardim Modelo, São Paulo Zona Norte, São Paulo",1.150
norte,52 m² construídos2 quartos,"Rua Santo Ubaldo, Vila Palmeiras, São Paulo Zona Norte, São Paulo",2.200
